Location,Tweet,Positivity
New Jersey,"RT @MikeSceezie: Me: Lets not do too much...
Bae: I promise ima only have like 3 mimosas 

*14 mimosas later*
Bae: I mean... you have a han ",-0.028124999999999997
"k, l, m, n, s, k, e, n","fun fact:

i went to owensboro for a baseball game last summer and i told @migraineljve to come so she did and the  https://t.co/xcy9zUdfpi",-0.03333333333333335
platform 9 3/4,@Tamana_Hz No thats not true it depends on what the judge decides their job is to get everything on them and its up  https://t.co/ipgo9E7Ew3,-0.175
a tree stump,"mmmmm, I've given this some thought but had to put it on hold since I got sick... but I've been pondering some kind  https://t.co/krro1TABpJ",-0.05714285714285716
None,RT @sbstryker: Retweet this picture of Oprah with 3 hands or you'll have a decade of bad luck https://t.co/nPMOoe3kQk,-0.6999999999999998
Lion City,"RT @LARRAYOX: I saw a video of an dog owner playing dead and his dog tried to save him 

so I tried it https://t.co/6pTSGzAznh",-0.2
None,@AajKamranKhan Do u ask for any other buddy like NAwaz and co making contempt of SC??,-0.125
 ,"RT @RickAnji: I ended things with her (not like we had anything serious, it was just sex) went back to my girl. At the same time i think pe ",-0.1111111111111111
*Minnesota* ,"RT @amouryannna: whatever a nigga think you doing behind his back, he doing behind yours ",-0.26666666666666666
England,@kbegghead @salimoieldin I m DEADDDDDD       I hate u shahd,-0.8
" zmir, T rkiye","RT @btsvotingteam: [ REPLY CHALLENGE ]

Let's aim for 4,000 replies 

Can u make it before 8 minutes?

The faster we can do it, much better ",-0.125
"Tempe, AZ",If he was alive he wouldn t give a shit,-0.05
None,"RT @_Mansoor_Ali: Dr Shahid Masood during his intro gave a reference of his  breaking news  from the past, CJ remarked  Yeah, that also bou ",-0.25
#BTSTEAM #BTSQUAD ,"""Wake up. It's not healthy for you."" https://t.co/FfSdoUGOwo",-0.25
"Gosport, England","RT @Natpirks: From the person who wrote a column about Moyes  sexism and threats to slap a reporter, but then hired him without a single wo ",-0.07142857142857142
Classified.,@SirDom__ Mine was a month. Messed up my uclers even further. I vowed to quit hard shit after that. Acha ning'ang'a  https://t.co/e35vRRNkiA,-0.1638888888888889
EARTH,RT @ninip2t: the sad moment when u realize it's actually monday tomorrow  ,-0.25
"Dublin, Ireland","RT @sairahussain87: FYI ""chain migration"" is not a real term. The actual term, written in the Immigration and Nationality Act, is ""family r ",-0.05
Mama Africa,"RT @TommySobieski: ""you look mean""
""you look tired""
""you look mad""

or maybe I look like I'm minding my business",-0.4458333333333333
Now living in North Wales ,RT @Davidwest1889: Horrible story. Can anybody in #rdguk offer him a better chance at life? https://t.co/RziETJeDzi,-0.25
Stockholm,Was actually planning on going IKEA today for some crap I actually don t need... and now feel even more obliged to go.,-0.07500000000000001
None,"RT @nhoranpics_: SLOW, SLOW HANDS
LIKE SWEAT DRIPPIN' DOWN OUR DIRTY LAUNDRY
NO, NO CHANCE
THAT I'M LEAVIN' HERE WITHOUT YOU ON ME
I, I KNO ",-0.3388888888888889
None,RT @shawtydej: U still stalking me over that lame ass nigga sis?,-0.5
"Catalonia, Spain","RT @HuffleBoy: ""Taylor Swift is always playing the victim and never takes responsibility!!!!""

Um, hello: 

(A rant) https://t.co/ni9F3Qyddy",-0.18310546875000003
"Hollywood, California","Casualties in Spiritual War 
Sermon by E. Keith Hassel

In recent years spiritual warfare rallies and... https://t.co/5CBMxerl2r",-0.05625
"London, England",Am actually such a mess,-0.0875
The Intimate Visitor ,I be disgusted by people,-1.0
"Kluang, Johor",RT @TrollFootball: Two and a half Men ... https://t.co/RkfQYhOWWT,-0.16666666666666666
phil ,@anushwah could you substitute fries with a messy quiff?,-0.2
Inside my imagination,Just realised Amazon's @ComiXology app is free. This could be a game changer....&amp; a wallet ruiner!    ,-0.04999999999999999
"Earlswood, Surrey","RT @karren_brady: FA are a bunch of losers, Phil Neville appointment shows no lessons learned https://t.co/9Hi5iE210Z",-0.2
"Berlin, Deutschland","RT @CrankThatFrank: side effects of emo crack:

- quoting obscure emo memes followed by awkward silence
- quoting the drunk history of fall ",-0.55
None,"RT @INDIEWASHERE: it sucks when u have no distinguishable talents, i'm literally a cup half empty because i'm always just half good everyth ",-0.006666666666666665
None,wtf i think i boarded the wrong train ugh,-0.5
sattelite city,If they start throwing shit about the place how will anyone notice? https://t.co/54RkM0PIRG,-0.2
in a box near newyork,Oi so I just suffered a extreme illness called slum and I nearly had heart faliure,-0.012499999999999997
"Ampang, KL",we'e going to game 5 !! #ESLGenting2018,-0.625
"Abuja,Nigeria",RT @Wizba: The whole kasi will go all out to attack a foreign national because they selling drugs (under suspicions) but won't do shit to a ,-0.041666666666666664
None,"RT @wonho__: Here is a fun monsta x questions thread for the Soompi awards   
 Round 1: Jan 27 - Jan 28 8PM KST
 Round 2: Feb 3 - 4 8PM KST ",-0.03333333333333335
Argentina,RT @elonmusk: The rumor that I m secretly creating a zombie apocalypse to generate demand for flamethrowers is completely false,-0.4
blackpink's area,"RT @blackpinkau: [IG] blackpinkofficial: #BLACKPINK #ROS  #LISA #BLINKS #STAYWARM #MISSUBLINKS #ATTHEBLACKPINKHOUSE 
We hope our Blinks are ",-0.75
kim yerim   . *  ,sorry i haven't been on here for a few days...a lot has been going on and i have so much stress and i didn't feel like tweeting,-0.16666666666666666
Dundee,"Can't wait to explore Bali with @TruTravels but it is soooo long away   I need sun, sea and cocktails    ",-0.05
 ,I finally watched Ask Me Anything bc I thought it was going to be a comedy but it wasn't and I'm not okay,-0.125
unfortunately stuck in Germany,Why seems every day like a fight to me. It's so exhausting.,-0.4
rabbit house,@WutsPuberty no it's You cutting a carrot,-0.6
"Karachi, Pakistan","RT @NorthBankNadim: Faking injuries, taking 30 seconds for a goal kick, subbed players walking off in slo-mo to run clock down... These occ ",-0.15555555555555559
None,RT @OfficialSkinny1: Someone out there has a camera roll full of random babies that aren't theirs https://t.co/z5rQpiso3R,-0.07500000000000001
London,I was watching the show I can make You a Supermodel  once but was slighty disappointed by the lack of diversity in  https://t.co/6uoS0OHgv3,-0.75
Nunya Bizness. ,RT @MrCocoOfficial: After you lost a bitter argument later in the bathroom you started remembering things you were suppose to say in order ,-0.05
Sheffield,Finally we have a game! @MillmoorJrsLFC      #upthemillmoor,-0.25
"Dublin City, Ireland","RT @tarik: Good game to @SKGaming, you guys are incredibly hard to play against and it was a hard fought game. Very long day for you guys, ",-0.12472222222222225
"Darwin, Northern Territory","RT @intaeIIectual: loose our lead. If you don't know, the hashtags are 
1)#iHeartAwards #BestFanArmy #BTSARMY 
2)#iHeartAwards #BestBoyBand ",-0.07692307692307693
None,RT @itssixwordstory:  I m not like them. I m worse. ,-0.4
France,"RT @LucinaModel: Every 50 retweets i get ill inbox someone a video to enter Like, retweet and comment your thoughts add my snap on lucinabe ",-0.5
None,I m about to do something i should ve done a long time ago,-0.05
read bio before following!!!,:(( well he doesnt look happy with it :(( https://t.co/XmvTu0n2ll,-0.2333333333333333
None,I have awful short term memo- Huh?,-0.5
PA,@skinhub Here's my review.  Made the image as small as I could (by cropping it) because I'm running out of disk spa  https://t.co/pNWbxecTLh,-0.25
"      ,     ","RT @spectatorindex: Percentage of population killed in World War I:

Serbia: 16.7%
Ottoman Empire: 13.6%
Romania: 7.7%
France: 4.3%
Austria ",-0.2
Sheffield,"Currently playing through @celeste_game on #NintendoSwitch and what a game. First Chapter in 132 deaths, tried agai  https://t.co/hxFu2PNTR5",-0.05000000000000001
United Kingdom,"RT @KateElliottSFF: I was sick with the flu when news of Le Guin s death hit, for me, with rather that same impact as the flu. Her work is ",-0.35714285714285715
None,"Less than ONE WEEK until .@conservmillen    Allie Stuckey, goes live on CRTV. 

Sign up now with code ALLIE20 to ge  https://t.co/ClyHjADPZY",-0.015151515151515152
"London, UK",RT @shonfaye: It's #HolocaustMemorialDay and ITS still relatively unknown that trans and gender nonconforming people were at a moment of pu ,-0.1
costco,I just had a cigarette in a Japanese restaurant and it felt SO WRONG BUT SO COOL,-0.05000000000000001
"Wales, United Kingdom",Imagine how it feels when you're less than 5ft. https://t.co/MRpzsS93ZC,-0.16666666666666666
chennai,RT @ChennaiIPL: This @IPL Auction was a marathon in the truest sense. At least for us. If you know what we mean.    #PrideOf18,-0.30625
somewhere,RT @awkwardposts: i swear dating in this generation is pointless cause everyone either stuck on their ex or broken from some old shit they ,-0.1875
None,RT @FITCHH__mascot: I remember when somebody said his mustache look like two little dogs kissing and I ve been inconsolable ever since lmfa ,-0.1875
None,I have a playlist just for all of Drakes music and its almost 8 hours long,-0.05
Glasgow,RT @Colinsgodson: Now we've done the hard work and given up writing recording and playing as a band it's time to kick back and watch the ro ,-0.14583333333333334
Depok-Bogor-Jakarta,"Just got a limited #GreatNews sticker, get yours now at https://t.co/064ZM6Lrsk! #telfie  (via @telfieapp)
https://t.co/TOiQamRkVU",-0.08928571428571427
Rack City,Ayyyy don t get me wrong tho I m dramatic for legit reasons.,-0.4666666666666667
"Louisville, Ky",RT @mheavyhead: Sometimes I think it must be hell being an average white man. I think they developed monogamous marriage as a way to force ,-0.016666666666666663
"England, United Kingdom",RT @danielhowell: i freaked out for a solid minute because i noticed a weird hole in my ear then i remembered it s pierced,-0.25
Under Trump s Thin Skin,RT @nytimes: New York's attorney general is investigating a firm for selling millions of fake followers on social media platforms https://t ,-0.09606060606060607
"Seoul, Republic of Korea",RT @Lmao: u ever jus like  wow that s my voice? ppl listen to this annoying ass shit on a daily basis? ,-0.06000000000000002
None,"RT @CoalitionNASAKe:  If it will cost me my life or send me to jail for life, I am ready for it. My life is not better than that of baby Pe ",-0.049999999999999996
hizzity hell,I just wanna tell y all that sleep paralysis is fucking TERRIFYING,-1.0
"Sevilla, Triana.",RT @elonmusk: The rumor that I m secretly creating a zombie apocalypse to generate demand for flamethrowers is completely false,-0.4
Free State,"RT @maggsnaidu: Translation: ""I'm guilty as hell, but prove it in court, you fuckers"" https://t.co/f0VCgdl4Vx",-0.5
None,If you havin girl problems I feel bad for you boi,-0.6999999999999998
"Besuki, Indonesia","RT @jeongsewoon_twt: [MV] #    - BABY IT'S U (Prod. #  , #earattack) (#JEONGSEWOON)
 https://t.co/qJITf29MER
#BABY_ITS_U #   _180124 #    h ",-0.75
None,"RT @Tiffanym_twt: [TRANS]

Jimin:his cousin is a fan of him,so Jimin s mom told his cousin if he works hard academically,will give him sign ",-0.5208333333333334
None,RT @ninip2t: the sad moment when u realize it's actually monday tomorrow  ,-0.25
None,"RT @Imperator_Rex3: @martinmincali @JRubinBlogger Stop spreading BS, moron. Trump has full authority to remove a SC. All he needs to do is ",-0.22500000000000003
"Coast, Kenya","We would argue and the only way out was for him to strangle me, throw my clothes outside, drag me on the floor insi  https://t.co/XW9MorrgM2",-0.03333333333333333
Pindi,"RT @AleyFarooq: even If usama asked you to meet you what's wrong in it? he didn't force you, he just ask and it should be biggest achieveme ",-0.5
"Arizona, USA",RT @waywardsquee: Give Kat a follow on instagram! Also don't forget instagram now counts towards Nielsen social ratings so if you were thin ,-0.18333333333333335
England  ,RT @TheCreateHat: these days it s so hard to find a friend who will actually be there for you and not back stab you. that s the tea     ,-0.09722222222222222
None,RT @bdrhmnhrk: YPG claim they shoot down a Turkish submarine in Rajo,-0.15555555555555559
"Fort Collins, CO",2nd dream in the past couple of days where I ve been killed in a terrorist attack   first one was a shooter at red  https://t.co/uLCGQVTpXo,-0.04
None,RT @ninip2t: the sad moment when u realize it's actually monday tomorrow  ,-0.25
None,"@CNN Why  African,why not white as it's just a born which looks shapeless",-0.1
None,RT @ricsl1600: No decent career was ever founded on a public. - Unknown Source #ALDUBFeelTheLove @wengcookie,-0.061111111111111116
United States,"RT @AMike4761: Hungary Builds a Wall, Cuts Illegal Immigration by Over 99 Per Cent!        #fo2eu  #ma4t  https://t.co/J3ZHlVyaH3",-0.625
None,"RT @theskindoctor13: Dear @ReallySwara I know logic doesn't make sense to u but I'll still try.

Mughals used to rape women over the dead b ",-0.2
"Fort Myers, FL","Remember. People don't obstruct justice for the thrill of it. ""Obstruction of Justice"" is a sign of further guilt.

TRUMP is going down!",-0.09722222222222224
None,"RT @thebtsmutuals: [ @BTS_twt ] 

rt if u love taehyung , follow whoever rts 

#TwitterBestFandom #TeamBTS",-0.125
None,"@LoveJB_1946 I have exams during round 2 and board exam during their come back. Life's hard.
#TwitterBestFandom #TeamGOT7",-0.1638888888888889
Personal Hell. ,"Say what you will, but even I've had enough of constant pushing to correct the discrepancies in every single tabloi  https://t.co/wORYkc0vnV",-0.023809523809523808
None,"Let's print books of lies. Heck! While we're at it, let's destroy artifacts, let's ... give them current see by putting a thief on our money",-0.1
Lisboa,RT @FreddyAmazin: angelina jolie looked like THIS at 17 years old. i need to lie down for several minutes    https://t.co/2Wh2SOp9ht,-0.018518518518518528
None,RT @Jonjii_boyy: Yoo twitter do me a favor and come at this little boy for me @MichaelChiarav hes coming at my sister for singing (which sh ,-0.1875
Lagos Nigeria,"RT @DiNovia: @Karnythia @sorrykb My wife has twin cousins and one day, driving past a community college building when the twins were 5, one ",-0.25
None,"RT @thebtsmutuals: [ @BTS_twt ] 

rt if u love jimin , follow whoever rts 

#TwitterBestFandom #TeamBTS",-0.125
Michigan,"RT @WilDonnelly: Trump supporters shout racist slurs at a dark-skinned lawmaker in Arizona, accusing him of being here  illegally.  He is a ",-0.5
Somewhere with Jazzy Eff,"RT @ArtfuIist: I'm on the path of being someone i'm equally terrified by and obsessed with, my true self https://t.co/AYw0MsMH4s",-0.05000000000000001
315 Fam Bang Bang,someone drunk called me at 330 AM &amp; I was sleeping. i ve been up since then and i am tryna FIGHT,-0.5
Moreton Bay,@southwin28 I think he s just a loose cannon going thru a middle age crisis,-0.038461538461538464
"Scotland, United Kingdom","RT @CNN: Pope Francis condemns ""fake news,"" saying that it's a ""sign of intolerant and hypersensitive attitudes, and leads only to the spre ",-0.25
None,"RT @LARRAYOX: I saw a video of an dog owner playing dead and his dog tried to save him 

so I tried it https://t.co/6pTSGzAznh",-0.2
"Kota Bharu, Kelantan","RT @ThembaRumbu: Share Everyone, a coworker of mine. Her  little glittery phone case got a small crack in it at work while in her front poc ",-0.21875
France,"RT @ReversoEN: #ReversoExpression
    ""Cry over spilt milk"" = when you complain about a loss from the past.
Real life examples where this e ",-0.024999999999999994
"Bangkok, Thailand",I m looking right at the other half of me   knack_ @ King Mongkut's  https://t.co/BaZmKx2VS5,-0.001984126984126986
None,"RT @mmpadellan: What a fucking drama queen @SeanHannity_ is.

People are worried about paying their rent, getting deported, losing Healthca ",-0.6
"Calabasas,  CA ","RT @OhThatsBlake: You gotta let a irrelevant mf , REMAIN IRRELEVANT AF !",-0.5625
None,"RT @thebtsmutuals: [ @BTS_twt ] 

rt if u love jung hoseok , follow whoever rts 

#TwitterBestFandom #TeamBTS",-0.125
None,"RT @theskindoctor13: violence, disease or starvation.

So, choice was between death &amp; slow painful humiliating death. These women chose the ",-0.5
Nigeria,RT @a_leesha1: 95 dead and 163 injured in a suicide bombing in Kabul. My heart breaks for the Afghan community. Afghanistan is constantly t ,-0.1
Noida.India,RT @indialegalmedia: A recent Bloomberg report has revealed how a secret unit of Facebook has helped create such armies for governments aro ,-0.13333333333333333
UPTOWN,"RT @OhThatsBlake: You gotta let a irrelevant mf , REMAIN IRRELEVANT AF !",-0.5625
"California, USA",i m shoook at how drunk I am yet i m so fucking drunk lmao,-0.13333333333333333
"West Hollywood, CA",Can't help but feel like I'm stuck in the wrong time loop.,-0.5
bts rv | shei ,"hey oomfs rt this for a screenrecording indirect! im bored     
(if i flop ill delete .)",-0.5
"Durban, South Africa","RT @MliDube: A 3 year old white says to my dad ""Hello monkey"". I'm stunned . We look at the little girls mother, she turns red. I say ""don' ",-0.027500000000000004
Belfast,"RT @JolyonMaugham: Here's Theresa May scrapping a law (""unnecessary... regulations that serve no useful purpose"") that cpuld well have prev ",-0.275
turn on my notifications ,RT @DailyVibes_: i m not afraid to try again. i m just afraid of getting hurt for the same reason,-0.09999999999999999
Bangalore,I don't understand what's happening. Momentum firmly in Cilic's favour.,-0.2
"Fort Worth, TX",RT @Lafa_or_life: i'm so sorry https://t.co/ci8ESpYE9O,-0.5
OT9 EXO AERI,RT @bucheonsbabe: I never wanna see the members trying to have abs ever again because it s hard and not healthy on them. Baekhyun used to h ,-0.27083333333333337
None,"@Sandra_Suubi You actually sat behind me, I was in the M.A social sector planning lot",-0.12222222222222223
Hidden Leaf  ,"RT @_zairej: Her: Roasting is a form of intimacy. I want a man i can joke around with

Me:  Ugly ass 

Her: https://t.co/wHNxKKDaNN",-0.7
None,"RT @sairahussain87: FYI ""chain migration"" is not a real term. The actual term, written in the Immigration and Nationality Act, is ""family r ",-0.05
"Cape Town, South Africa",RT @MokenaMakeka: To the 40% who are saving water and who feel outnumbered by the lazy 60%. Don t despair. Every drop counts. Every action ,-0.075
"Detroit, MI","RT @OhThatsBlake: You gotta let a irrelevant mf , REMAIN IRRELEVANT AF !",-0.5625
AlderleyEdge,"RT @freespirited_p: .@jeremycorbyn said that he took money from Iranian Press TV ""a very long time ago"". 

He is an outrageous liar.      ",-0.5325
None,"RT @manobalam: After a very long time working with @dhanushkraja ..super ..maari 2
With Robo shankar",-0.065
  ,RT @awsten: I JUST BOUGHT WIFI ON MY FLIGHT AND THERE IS APPLE JUICE ON MY GLASSES I AM AN ADULT YOU WILL RESPECT ME AND MY UGLY FRIENDS,-0.3
Coventry,RT @FA_CupJourney: Unbelievable day! A fully deserved #Cupset for @Coventry_City who gave the #FACup the respect it deserved   can t wait t ,-0.3125
Mother City,"@MadamSpeakerZA @Simcardzz That makes it difficult, especially those that would have been sentenced and have nothin  https://t.co/iKuhBr7F9Z",-0.25
"Hampshire, England","@jemma_knowles1 That s what I always think about circuits, hate them! I love pump and quite like combat but circuit  https://t.co/8Qzqu1MYZQ",-0.25
KING       | King of the Youth,RT @Jinnani_: I asked hanbin if he still plays overwatch and what is his rank but he said he doesnt play it anymore  ,-0.8
L-1485,"RT @windlessdeer: when a fan was so shy because of her appearance, sehun looked at her w/ affection and treated her with respect

i hope yo ",-0.5
(          .  ),"RT @InfiniteUpdates: [PIC] 180128 The Star Magazine February 2018 Issue featuring #    
https://t.co/DaJY7HCwqt https://t.co/mE9gAhyi0J",-0.75
None,RT @deryanbrub: just cuz you're in a relationship with that person doesn't mean you can fuck them whenever you feel like it cuz that's NOT ,-0.35625
bot acc for @SWlMMINGFOOLMV,i just shit myself,-0.2
Sheffield UK,@SarahSkelding His personality change is awful - just think this man once assaulted Rob at a charity bike race in f  https://t.co/sADgB5c7sW,-1.0
TURN ON NOTIFICATIONS,RT @DailyVibes_: i m not afraid to try again. i m just afraid of getting hurt for the same reason,-0.09999999999999999
"Lima, Peru","RT @sehunownsme: EXO members said the secret to their (unwavering) popularity is that they have a family-like relationship w/ each other, a ",-0.2625
Singapore,"RT @RamananAmaran: Brown Girls : 
Omg , guys who wear black outfit are so hot   such a bae 

Brown Moms : 
Saniyane , why you wearing black ",-0.02083333333333333
+234,"RT @CopyOfOne: February 2014: In a manner reminiscent of a classic Greek Tragedy, United are humiliated away at Olympiakos in the CL Round ",-0.008333333333333338
None,I personally couldn't care less if the walk on girls in darts are there or not but i have to say I can see the poin  https://t.co/IsKlW06F9h,-0.08333333333333333
None,"RT @jeremycorbyn: .@originaldbailey, it was an honour to meet you in the summer. I'm so sorry to hear of your illness.

Your dedication to ",-0.5
None,But when you re single you have nothing to celebrate. I mean people dont get to celebrate anything for u lah. Excep  https://t.co/7oZtwtJpqi,-0.1919642857142857
  ,"RT @OfficialMonstaX: [#   ] U can tune it at here too
#instagram #cover
https://t.co/GpYl4Clvcb",-0.75
  galaxyyy   ,"RT @mbbcarat: Monsta X to Monbebes after the disappointing audience turnout &amp; their car bumping into the pole:

""Monbebes, don't worry! We' ",-0.75
"Cape Town, South Africa"," Report of stabbing again in Echo Valley near Kalk Bay.
Description is as follows:
Big bravo male wearing a olive c  https://t.co/WiYNxM6JKx",-0.125
None,"It's a bond that can't be broken, even if either of us tried...",-0.4
"Delhi, India",If I believe you that PM is agent of Foreign Cos . Will you please let me know ... what &amp; who is getting the commis  https://t.co/vkiAz58rkF,-0.125
Polska,RT @GWDanceWriter: Here are some thoughts to counter today's @thetimes news story about @ENBallet @TamaraRojo1 &amp; @IsaacHdezF - a few small ,-0.225
land down under,I can t believe this guy has come back on like seriously the guys in pain you ve already won take him off,-0.16666666666666666
None,"RT @VP: A few days ago, Karen &amp; I paid our respects at Yad Vashem to honor the 6 million Jewish martyrs of the Holocaust who 3 years after ",-0.1
"Jakarta, Indonesia",I hope u guys release more asia tour date and add indonesia but it seem impossible @NewHopeClub @NewHopeGeorge @NewHopeBlake @NewHopeReece,-0.08333333333333331
"Baltimore, MD","U can post  hubba bubba loses flavor too fast   
&amp; MF will sub  only broke ppl buy hubba bubba 
  hubba bubba lasts  https://t.co/8AdGC7dECy",-0.033333333333333326
None,"stray kids vlive without Chan squishing the other members is not a stray kids vlive at all :"") https://t.co/WzYnUyI9PO",-0.125
dbn ,"RT @ThembaRumbu: Share Everyone, a coworker of mine. Her  little glittery phone case got a small crack in it at work while in her front poc ",-0.21875
None,"RT @ThembaRumbu: Share Everyone, a coworker of mine. Her  little glittery phone case got a small crack in it at work while in her front poc ",-0.21875
None,"RT @House_Feminist: I secretly hope that twitter keeps extending the character limit as a social experiment, slowly conditioning our attent ",-0.22222222222222224
nowhere,"RT @elonmusk: Obviously, a flamethrower is a super terrible idea. Definitely don t buy one.",-0.16666666666666669
black lives matter,"So now I'm stuck in a car when I could be with X. 
30 minutes ago Maria: fuck you stupid bitch",-0.6
North Las Vegas,Also I got hella tight when I found out Tien's level 1 Tribeam took his fucking health too! I thought it was just t  https://t.co/eFIoyhk7fO,-0.4642857142857143
"North West, England",Reminder from me to me: 12 cocktails and a pitcher is not a good idea,-0.35
"Scottsdale, AZ","@moby_dickhead MAXWELL ISNT EVEN STARING AT/MEOWING AT THE DOOR ANYMORE

Also, whats that black amorphous mass on t  https://t.co/D3fVRAhtCe",-0.16666666666666666
"England, United Kingdom",RT @heidijukes: Ex-servicemen launching political party to challenge 'morally deficient' MPs https://t.co/yXIVuyKFvW,-0.2
None,"i mean wwe always has had talent but adam, ec3, redragon, candice, war machine, drew, all the girls from the myc, j  https://t.co/92azaRxKcJ",-0.3125
"Nottingham, England",@theruffriderz Thank you.....It will be a very hard time for Tyson's family.... it's so sad.,-0.4395833333333333
None,"Omg   I miss them so much, would literally mean the world if they were reunited #Linstead https://t.co/WYuL4gqLOx",-0.056249999999999994
"almost mexico, tx",RT @sh6wty: if you ve ever did me wrong chances are my momma has heard all about it and she s no longer a fan of you,-0.5
Alaska,ARE YOU REALLY TALKING ABOUT ME WITH YOUR COWORKERS BEHIND MY BACK WHILE I'M ON THE BLOODY PHONE,-0.25
India,RT @dog_feelings: i had a long talk. with my fren. about how to spot. a fake ball throw. the optimal strategy. is to follow the ball. with ,-0.275
n  ,My tl is a mess i'm doing an unfollow spree,-0.175
None,@nikaddam I dont care i want it so badly,-0.6999999999999998
None,RT @Jinnani_: I gave hat to donghyuk but forgot to make it bigger so he said its small   sorry dongi,-0.25
None,"RT @tbhjuststop: Me: I have no money. I'm so poor right now. 

Also me: https://t.co/j8gEjLq4Ia",-0.05714285714285716
AllMARK,"RT @got7co: Thanks for working hard during round 1, I GOT7! See you next weekend for round 2. We will tweet the hardest, bestest, fastest, ",-0.10833333333333335
I   l o v e   y o u ,"RT @Friendstagram: When a girl says ""I'm done"", it usually means ""fight for me"".",-0.25
None,"I just really tweet random things in the last ten minutes       #TwitterBestFandom    #TeamGOT7 

Thank you all ahg  https://t.co/beFVDa9s46",-0.075
Transylvania/Westeros,RT @goderer: He can't get a first serve in but he can second serve ace??? the fuck,-0.05000000000000001
None,my work dad had his last shift today and that s something I m not ok with  ,-0.125
"Glasgow, Scotland",Scotrail Stop Skipping increases - commuter anger grows - https://t.co/fjloUO1lbV,-0.7
None,"RT @shiningbaehwi: ""I don't wanna enter this fandom. It's painful, its not worth it""

""Well, it's worth it. It's better to remember somethi ",-0.012500000000000011
"universe,milkyway galaxy,earth",RT @itsrealsword: A little reminder..   https://t.co/psrBnwsPti,-0.1875
None,RT @calumpalla: My appetite is so bad I either have 1 meal a day or like 20,-0.6999999999999998
None,"Found a Transponder Snail!
What's inside? Mystery barrel's shocking secret!!
https://t.co/OBzVJ64A4f #TreCru https://t.co/I2SEYAjpFu",-0.8125
None,RT @DavidKHarbour: You guys cannot be throwing shade at Javier Bardem.  He s trying to have a serious chat with you and you keep looking ar ,-0.3333333333333333
"nowhere, everywhere","RT @AustralianOpen: Roaring back!

@cilic_marin breaks Federer for the second time for a 5-3 lead. Roger was broken four times in the previ ",-0.13333333333333333
None,"RT @PapaGilgo: Turkish jets committed a new civilian massacre in Hac Xel l village of Raco district.
In only a week Turkey killed 100+ Kurd ",-0.02121212121212122
da qualche parte,"RT @ApothecaryJo: Hana Yori Dango, the J-drama series , still makes me cry especially when Tsukushi cries. I look like an idiot as I eat a ",-0.4
None,"Since when did 6 years qualify as ""a very long time ago""? https://t.co/ubb7CPxyRo",-0.065
April 22 is Nomin Day  ,EXCUSE MY DRUNK TWEETING I ALWAYS DO THAT SO I'LL PROBABLY DO THAT TONIGHT AGAIN IM SO SORRY IN ADVANCE,-0.35000000000000003
Singapore,Something awkward has happened! I just saw my secondary school junior and the way he looked at me.......,-0.525
Bendigo,RT @LilyDAmbrosioMP: Network businesses report cause of power outages down to blown fuses due to capacity issues. New record set for highes ,-0.048063973063973066
"Phoenix, AZ",RT @Don_reposado: Y'all rather give a cop clone snitch or fuck nigga your money,-0.4
None,"Found a Transponder Snail!
What's inside? Mystery barrel's shocking secret!!
https://t.co/geNkFkNqZG #TreCru https://t.co/b8ni6XOsQb",-0.8125
Rochdale,"""Gallery: Millwall 2 Dale 2 #rochdalefc #mfc"" https://t.co/3SyWyylFMd A few pics from Saturday's 4th Round FA Cup game with Millwall. #rafc",-0.26666666666666666
julia ,sehun...we don't need abs for your performance because your talent is enough :( https://t.co/zWDqVkp5U7,-0.375
"Eastern Sierras, Nevada","RT @House_Feminist: I secretly hope that twitter keeps extending the character limit as a social experiment, slowly conditioning our attent ",-0.22222222222222224
"not him. / ppr, gwg.   ",i hate how easily my anxiety is triggered im going to sleep,-0.18333333333333335
    ?,"RT @SAVAGEKERMlT: Me: why am I so tired and weak all the time?
Me: *eats nothing of nutritional value*
Me: *has crazy irregular sleep sched ",-0.4583333333333333
Malaysia,RT @wordsporns: A negative mind will never give you a positive life.,-0.03636363636363636
"California, USA",RT @spillaristea: Dangerous Woman is the FIRST album by a female artist to spawn six tracks which have at least 100 MILLION streams on Spot ,-0.16249999999999998
"Perth, Australia",1 ace all set at least there will be a 5th set,-0.3
China,"I almost wondered  who is that man? 

Clearly never seen Jay-Z with hair https://t.co/A6YssJtVbt",-0.05000000000000001
                ing,"RT @got7co: Thanks for working hard during round 1, I GOT7! See you next weekend for round 2. We will tweet the hardest, bestest, fastest, ",-0.10833333333333335
~fuck~,"@JayzTwoCents damn, feels like yesterday I saw you tweeting it.. didn t even know it was that long",-0.05
"Lewisham, London",RT @marcuschown: Why doesn t the vicar of the church Theresa May will be attending today point out her policies on the poor and vulnerable ,-0.45
indomy,"RT @PDoan: I'm scared of daily Bangtan Bomb released by Bighit.
I'm scared of not able to handle the thing coming after that.

#iHeartAward ",-0.125
"Washington, IA",RT @nabilanshrddn: All of this for only MYR180  per night omg. My friends and I thought that we went to the wrong place as it looks quite s ,-0.25
None,"@Benlamara I don't!!

Anyway, is there a tool to download all my pins from pintrest?? I need them so so bad!",-0.8749999999999998
S2,RT @nabilanshrddn: All of this for only MYR180  per night omg. My friends and I thought that we went to the wrong place as it looks quite s ,-0.25
